股票代码,公司名称,节点,产业链,层级,上中下游,代理说明,报告期,毛利率%,净利率%,ROE_%,ROE加权%
603027,氢璞创能,燃料电池,新能源汽车产业链,4级,上游,氢燃料电池（暂用华远氢能603027）,2025-03-31,38.89,19.33,3.52,4.21
603027,氢璞创能,燃料电池,新能源汽车产业链,4级,上游,氢燃料电池（暂用华远氢能603027）,2025-06-30,36.58,13.16,4.64,4.53
603027,氢璞创能,燃料电池,新能源汽车产业链,4级,上游,氢燃料电池（暂用华远氢能603027）,2025-09-30,37.41,13.07,7.08,7.63
603027,氢璞创能,燃料电池,新能源汽车产业链,4级,上游,氢燃料电池（暂用华远氢能603027）,2025-12-31,37.83,13.51,9.75,10.33
603027,氢璞创能,燃料电池,新能源汽车产业链,4级,上游,氢燃料电池（暂用华远氢能603027）,2026-03-31,40.82,18.12,4.31,4.22
688339,亿华通,膜电极,新能源汽车产业链,5级,上游,燃料电池/膜电极（亿华通含膜电极业务）,2023-03-31,34.9,-98.71,-1.32,-1.2
688339,亿华通,膜电极,新能源汽车产业链,5级,上游,燃料电池/膜电极（亿华通含膜电极业务）,2023-06-30,36.64,-67.35,-2.49,-2.4
688339,亿华通,膜电极,新能源汽车产业链,5级,上游,燃料电池/膜电极（亿华通含膜电极业务）,2023-09-30,37.91,-83.01,-6.3,-6.28
688339,亿华通,膜电极,新能源汽车产业链,5级,上游,燃料电池/膜电极（亿华通含膜电极业务）,2023-12-31,32.53,-37.48,-7.93,-7.99
688339,亿华通,膜电极,新能源汽车产业链,5级,上游,燃料电池/膜电极（亿华通含膜电极业务）,2024-03-31,-64.62,-801.68,-3.04,-3.09
688339,亿华通,膜电极,新能源汽车产业链,5级,上游,燃料电池/膜电极（亿华通含膜电极业务）,2024-06-30,17.71,-110.76,-4.76,-4.87
688339,亿华通,膜电极,新能源汽车产业链,5级,上游,燃料电池/膜电极（亿华通含膜电极业务）,2024-09-30,17.54,-100.59,-8.85,-9.25
688339,亿华通,膜电极,新能源汽车产业链,5级,上游,燃料电池/膜电极（亿华通含膜电极业务）,2024-12-31,12.47,-147.34,-16.19,-17.82
688339,亿华通,膜电极,新能源汽车产业链,5级,上游,燃料电池/膜电极（亿华通含膜电极业务）,2025-03-31,-108.99,-1088.32,-3.7,-3.77
688339,亿华通,膜电极,新能源汽车产业链,5级,上游,燃料电池/膜电极（亿华通含膜电极业务）,2025-06-30,-25.43,-278.55,-6.59,-6.82
688339,亿华通,膜电极,新能源汽车产业链,5级,上游,燃料电池/膜电极（亿华通含膜电极业务）,2025-09-30,-19.56,-349.29,-12.95,-13.75
688339,亿华通,膜电极,新能源汽车产业链,5级,上游,燃料电池/膜电极（亿华通含膜电极业务）,2025-12-31,29.2,-295.0,-29.89,-33.93
688339,亿华通,膜电极,新能源汽车产业链,5级,上游,燃料电池/膜电极（亿华通含膜电极业务）,2026-03-31,-35.96,-363.79,-2.61,-2.65
603986,兆易创新,存储器芯片,新能源汽车产业链,4级,上游,NOR Flash + MCU,2023-03-31,38.25,11.19,0.98,0.98
603986,兆易创新,存储器芯片,新能源汽车产业链,4级,上游,NOR Flash + MCU,2023-06-30,33.43,11.33,2.19,2.2
603986,兆易创新,存储器芯片,新能源汽车产业链,4级,上游,NOR Flash + MCU,2023-09-30,34.38,9.87,2.81,2.79
603986,兆易创新,存储器芯片,新能源汽车产业链,4级,上游,NOR Flash + MCU,2023-12-31,34.42,2.8,1.06,1.06
603986,兆易创新,存储器芯片,新能源汽车产业链,4级,上游,NOR Flash + MCU,2024-03-31,38.16,12.58,1.34,1.34
603986,兆易创新,存储器芯片,新能源汽车产业链,4级,上游,NOR Flash + MCU,2024-06-30,38.16,14.33,3.36,3.31
603986,兆易创新,存储器芯片,新能源汽车产业链,4级,上游,NOR Flash + MCU,2024-09-30,39.46,14.73,5.34,5.2
603986,兆易创新,存储器芯片,新能源汽车产业链,4级,上游,NOR Flash + MCU,2024-12-31,38.0,14.97,6.94,6.68
603986,兆易创新,存储器芯片,新能源汽车产业链,4级,上游,NOR Flash + MCU,2025-03-31,37.44,12.56,1.41,1.4
603986,兆易创新,存储器芯片,新能源汽车产业链,4级,上游,NOR Flash + MCU,2025-06-30,37.21,14.16,3.41,3.34
603986,兆易创新,存储器芯片,新能源汽车产业链,4级,上游,NOR Flash + MCU,2025-09-30,38.59,16.17,6.3,5.95
603986,兆易创新,存储器芯片,新能源汽车产业链,4级,上游,NOR Flash + MCU,2025-12-31,40.22,18.23,9.3,8.67
603986,兆易创新,存储器芯片,新能源汽车产业链,4级,上游,NOR Flash + MCU,2026-03-31,57.08,35.16,6.12,5.78
603290,斯达半导,传感器芯片,新能源汽车产业链,4级,上游,功率器件传感器芯片代理,2023-03-31,36.43,26.69,3.53,3.47
603290,斯达半导,传感器芯片,新能源汽车产业链,4级,上游,功率器件传感器芯片代理,2023-06-30,36.18,25.71,7.32,7.25
603290,斯达半导,传感器芯片,新能源汽车产业链,4级,上游,功率器件传感器芯片代理,2023-09-30,36.33,25.41,11.08,10.66
603290,斯达半导,传感器芯片,新能源汽车产业链,4级,上游,功率器件传感器芯片代理,2023-12-31,37.51,25.14,15.07,14.15
603290,斯达半导,传感器芯片,新能源汽车产业链,4级,上游,功率器件传感器芯片代理,2024-03-31,31.78,20.52,2.5,2.46
603290,斯达半导,传感器芯片,新能源汽车产业链,4级,上游,功率器件传感器芯片代理,2024-06-30,31.52,18.2,4.24,4.27
603290,斯达半导,传感器芯片,新能源汽车产业链,4级,上游,功率器件传感器芯片代理,2024-09-30,31.69,17.73,6.51,6.42
603290,斯达半导,传感器芯片,新能源汽车产业链,4级,上游,功率器件传感器芯片代理,2024-12-31,31.55,15.14,7.8,7.6
603290,斯达半导,传感器芯片,新能源汽车产业链,4级,上游,功率器件传感器芯片代理,2025-03-31,30.38,11.41,1.54,1.53
603290,斯达半导,传感器芯片,新能源汽车产业链,4级,上游,功率器件传感器芯片代理,2025-06-30,29.74,14.42,4.05,4.05
603290,斯达半导,传感器芯片,新能源汽车产业链,4级,上游,功率器件传感器芯片代理,2025-09-30,27.91,12.93,5.61,5.52
603290,斯达半导,传感器芯片,新能源汽车产业链,4级,上游,功率器件传感器芯片代理,2025-12-31,26.09,10.21,5.96,5.84
603290,斯达半导,传感器芯片,新能源汽车产业链,4级,上游,功率器件传感器芯片代理,2026-03-31,21.08,3.09,0.38,0.38
688056,西人马,传感器芯片,新能源汽车产业链,4级,上游,MEMS压力/加速度传感器芯片,2023-03-31,46.28,13.32,1.55,1.54
688056,西人马,传感器芯片,新能源汽车产业链,4级,上游,MEMS压力/加速度传感器芯片,2023-06-30,45.57,11.63,2.72,2.7
688056,西人马,传感器芯片,新能源汽车产业链,4级,上游,MEMS压力/加速度传感器芯片,2023-09-30,44.57,8.89,3.18,3.14
688056,西人马,传感器芯片,新能源汽车产业链,4级,上游,MEMS压力/加速度传感器芯片,2023-12-31,43.79,6.63,3.29,3.25
688056,西人马,传感器芯片,新能源汽车产业链,4级,上游,MEMS压力/加速度传感器芯片,2024-03-31,42.83,10.97,1.35,1.36
688056,西人马,传感器芯片,新能源汽车产业链,4级,上游,MEMS压力/加速度传感器芯片,2024-06-30,44.69,11.14,2.79,2.95
688056,西人马,传感器芯片,新能源汽车产业链,4级,上游,MEMS压力/加速度传感器芯片,2024-09-30,44.87,11.28,4.21,4.34
688056,西人马,传感器芯片,新能源汽车产业链,4级,上游,MEMS压力/加速度传感器芯片,2024-12-31,45.54,9.23,4.74,4.79
688056,西人马,传感器芯片,新能源汽车产业链,4级,上游,MEMS压力/加速度传感器芯片,2025-03-31,44.99,12.89,1.55,1.54
688056,西人马,传感器芯片,新能源汽车产业链,4级,上游,MEMS压力/加速度传感器芯片,2025-06-30,45.55,10.99,2.57,2.65
688056,西人马,传感器芯片,新能源汽车产业链,4级,上游,MEMS压力/加速度传感器芯片,2025-09-30,45.8,11.43,4.0,4.05
688056,西人马,传感器芯片,新能源汽车产业链,4级,上游,MEMS压力/加速度传感器芯片,2025-12-31,45.3,10.07,4.98,4.99
688056,西人马,传感器芯片,新能源汽车产业链,4级,上游,MEMS压力/加速度传感器芯片,2026-03-31,47.06,7.62,0.81,0.81
603290,斯达半导,电机驱动芯片,新能源汽车产业链,5级,上游,驱动电机IGBT,2023-03-31,36.43,26.69,3.53,3.47
603290,斯达半导,电机驱动芯片,新能源汽车产业链,5级,上游,驱动电机IGBT,2023-06-30,36.18,25.71,7.32,7.25
603290,斯达半导,电机驱动芯片,新能源汽车产业链,5级,上游,驱动电机IGBT,2023-09-30,36.33,25.41,11.08,10.66
603290,斯达半导,电机驱动芯片,新能源汽车产业链,5级,上游,驱动电机IGBT,2023-12-31,37.51,25.14,15.07,14.15
603290,斯达半导,电机驱动芯片,新能源汽车产业链,5级,上游,驱动电机IGBT,2024-03-31,31.78,20.52,2.5,2.46
603290,斯达半导,电机驱动芯片,新能源汽车产业链,5级,上游,驱动电机IGBT,2024-06-30,31.52,18.2,4.24,4.27
603290,斯达半导,电机驱动芯片,新能源汽车产业链,5级,上游,驱动电机IGBT,2024-09-30,31.69,17.73,6.51,6.42
603290,斯达半导,电机驱动芯片,新能源汽车产业链,5级,上游,驱动电机IGBT,2024-12-31,31.55,15.14,7.8,7.6
603290,斯达半导,电机驱动芯片,新能源汽车产业链,5级,上游,驱动电机IGBT,2025-03-31,30.38,11.41,1.54,1.53
603290,斯达半导,电机驱动芯片,新能源汽车产业链,5级,上游,驱动电机IGBT,2025-06-30,29.74,14.42,4.05,4.05
603290,斯达半导,电机驱动芯片,新能源汽车产业链,5级,上游,驱动电机IGBT,2025-09-30,27.91,12.93,5.61,5.52
603290,斯达半导,电机驱动芯片,新能源汽车产业链,5级,上游,驱动电机IGBT,2025-12-31,26.09,10.21,5.96,5.84
603290,斯达半导,电机驱动芯片,新能源汽车产业链,5级,上游,驱动电机IGBT,2026-03-31,21.08,3.09,0.38,0.38
300327,中颖电子,电机驱动芯片,新能源汽车产业链,5级,上游,电机驱动IC,2023-03-31,38.85,9.82,2.28,2.27
300327,中颖电子,电机驱动芯片,新能源汽车产业链,5级,上游,电机驱动IC,2023-06-30,36.57,11.23,5.57,5.07
300327,中颖电子,电机驱动芯片,新能源汽车产业链,5级,上游,电机驱动IC,2023-09-30,36.07,6.97,6.48,6.35
300327,中颖电子,电机驱动芯片,新能源汽车产业链,5级,上游,电机驱动IC,2023-12-31,35.62,10.23,11.66,11.16
300327,中颖电子,电机驱动芯片,新能源汽车产业链,5级,上游,电机驱动IC,2024-03-31,33.85,7.55,1.85,1.83
300327,中颖电子,电机驱动芯片,新能源汽车产业链,5级,上游,电机驱动IC,2024-06-30,34.44,8.05,4.2,4.23
300327,中颖电子,电机驱动芯片,新能源汽车产业链,5级,上游,电机驱动IC,2024-09-30,33.82,5.59,5.27,5.3
300327,中颖电子,电机驱动芯片,新能源汽车产业链,5级,上游,电机驱动IC,2024-12-31,33.6,6.55,7.81,7.7
300327,中颖电子,电机驱动芯片,新能源汽车产业链,5级,上游,电机驱动IC,2025-03-31,32.09,1.84,0.89,0.88
300327,中颖电子,电机驱动芯片,新能源汽车产业链,5级,上游,电机驱动IC,2025-06-30,32.51,3.12,2.31,2.28
300327,中颖电子,电机驱动芯片,新能源汽车产业链,5级,上游,电机驱动IC,2025-09-30,32.45,3.07,3.22,3.26
300327,中颖电子,电机驱动芯片,新能源汽车产业链,5级,上游,电机驱动IC,2025-12-31,31.51,2.03,3.41,3.38
300327,中颖电子,电机驱动芯片,新能源汽车产业链,5级,上游,电机驱动IC,2026-03-31,31.73,4.27,1.14,1.13
603501,韦尔股份,图像传感器芯片,新能源汽车产业链,5级,上游,车规CMOS传感器,2023-03-31,24.72,4.5,1.1,1.09
603501,韦尔股份,图像传感器芯片,新能源汽车产业链,5级,上游,车规CMOS传感器,2023-06-30,20.93,1.67,0.83,0.81
603501,韦尔股份,图像传感器芯片,新能源汽车产业链,5级,上游,车规CMOS传感器,2023-09-30,21.28,2.39,2.01,2.04
603501,韦尔股份,图像传感器芯片,新能源汽车产业链,5级,上游,车规CMOS传感器,2023-12-31,21.76,2.59,2.98,2.59
603501,韦尔股份,图像传感器芯片,新能源汽车产业链,5级,上游,车规CMOS传感器,2024-03-31,27.89,9.82,2.63,2.65
603501,韦尔股份,图像传感器芯片,新能源汽车产业链,5级,上游,车规CMOS传感器,2024-06-30,29.14,11.26,6.38,6.3
603501,韦尔股份,图像传感器芯片,新能源汽车产业链,5级,上游,车规CMOS传感器,2024-09-30,29.61,12.51,10.91,10.48
603501,韦尔股份,图像传感器芯片,新能源汽车产业链,5级,上游,车规CMOS传感器,2024-12-31,29.44,12.76,14.83,13.73
603501,韦尔股份,图像传感器芯片,新能源汽车产业链,5级,上游,车规CMOS传感器,2025-03-31,31.03,13.31,3.5,3.43
603501,韦尔股份,图像传感器芯片,新能源汽车产业链,5级,上游,车规CMOS传感器,2025-06-30,30.48,14.48,8.01,7.74
603501,韦尔股份,图像传感器芯片,新能源汽车产业链,5级,上游,车规CMOS传感器,2025-09-30,30.43,14.69,12.32,11.59
603501,韦尔股份,图像传感器芯片,新能源汽车产业链,5级,上游,车规CMOS传感器,2025-12-31,30.63,13.97,15.39,14.36
603501,韦尔股份,图像传感器芯片,新能源汽车产业链,5级,上游,车规CMOS传感器,2026-03-31,29.38,7.7,1.56,1.52
603986,兆易创新,FLASH芯片,新能源汽车产业链,5级,上游,NOR Flash主力,2023-03-31,38.25,11.19,0.98,0.98
603986,兆易创新,FLASH芯片,新能源汽车产业链,5级,上游,NOR Flash主力,2023-06-30,33.43,11.33,2.19,2.2
603986,兆易创新,FLASH芯片,新能源汽车产业链,5级,上游,NOR Flash主力,2023-09-30,34.38,9.87,2.81,2.79
603986,兆易创新,FLASH芯片,新能源汽车产业链,5级,上游,NOR Flash主力,2023-12-31,34.42,2.8,1.06,1.06
603986,兆易创新,FLASH芯片,新能源汽车产业链,5级,上游,NOR Flash主力,2024-03-31,38.16,12.58,1.34,1.34
603986,兆易创新,FLASH芯片,新能源汽车产业链,5级,上游,NOR Flash主力,2024-06-30,38.16,14.33,3.36,3.31
603986,兆易创新,FLASH芯片,新能源汽车产业链,5级,上游,NOR Flash主力,2024-09-30,39.46,14.73,5.34,5.2
603986,兆易创新,FLASH芯片,新能源汽车产业链,5级,上游,NOR Flash主力,2024-12-31,38.0,14.97,6.94,6.68
603986,兆易创新,FLASH芯片,新能源汽车产业链,5级,上游,NOR Flash主力,2025-03-31,37.44,12.56,1.41,1.4
603986,兆易创新,FLASH芯片,新能源汽车产业链,5级,上游,NOR Flash主力,2025-06-30,37.21,14.16,3.41,3.34
603986,兆易创新,FLASH芯片,新能源汽车产业链,5级,上游,NOR Flash主力,2025-09-30,38.59,16.17,6.3,5.95
603986,兆易创新,FLASH芯片,新能源汽车产业链,5级,上游,NOR Flash主力,2025-12-31,40.22,18.23,9.3,8.67
603986,兆易创新,FLASH芯片,新能源汽车产业链,5级,上游,NOR Flash主力,2026-03-31,57.08,35.16,6.12,5.78
688004,禾赛科技,车载激光雷达,新能源汽车产业链,4级,上游,激光雷达龙头（上交所科创板）,2023-03-31,41.92,-6.4,-0.36,-0.36
688004,禾赛科技,车载激光雷达,新能源汽车产业链,4级,上游,激光雷达龙头（上交所科创板）,2023-06-30,45.6,-31.03,-3.2,-3.25
688004,禾赛科技,车载激光雷达,新能源汽车产业链,4级,上游,激光雷达龙头（上交所科创板）,2023-09-30,45.09,-26.85,-4.7,-4.8
688004,禾赛科技,车载激光雷达,新能源汽车产业链,4级,上游,激光雷达龙头（上交所科创板）,2023-12-31,42.8,-22.5,-6.25,-6.45
688004,禾赛科技,车载激光雷达,新能源汽车产业链,4级,上游,激光雷达龙头（上交所科创板）,2024-03-31,44.83,-25.31,-1.12,-1.13
688004,禾赛科技,车载激光雷达,新能源汽车产业链,4级,上游,激光雷达龙头（上交所科创板）,2024-06-30,49.71,-39.37,-3.38,-3.43
688004,禾赛科技,车载激光雷达,新能源汽车产业链,4级,上游,激光雷达龙头（上交所科创板）,2024-09-30,40.09,-31.62,-5.33,-5.47
688004,禾赛科技,车载激光雷达,新能源汽车产业链,4级,上游,激光雷达龙头（上交所科创板）,2024-12-31,47.28,-22.26,-5.93,-6.25
688004,禾赛科技,车载激光雷达,新能源汽车产业链,4级,上游,激光雷达龙头（上交所科创板）,2025-03-31,65.46,-20.14,-0.72,-0.73
688004,禾赛科技,车载激光雷达,新能源汽车产业链,4级,上游,激光雷达龙头（上交所科创板）,2025-06-30,56.81,-33.01,-2.8,-2.87
688004,禾赛科技,车载激光雷达,新能源汽车产业链,4级,上游,激光雷达龙头（上交所科创板）,2025-09-30,52.94,-12.3,-2.35,-2.4
688004,禾赛科技,车载激光雷达,新能源汽车产业链,4级,上游,激光雷达龙头（上交所科创板）,2025-12-31,50.79,-13.18,-3.77,-3.87
688004,禾赛科技,车载激光雷达,新能源汽车产业链,4级,上游,激光雷达龙头（上交所科创板）,2026-03-31,49.24,-42.89,-1.36,-1.37
002594,比亚迪,新能源汽车制造,新能源汽车产业链,1级,中游,NEV全球第一,2023-03-31,17.86,3.64,3.65,3.57
002594,比亚迪,新能源汽车制造,新能源汽车产业链,1级,中游,NEV全球第一,2023-06-30,18.33,4.4,9.36,9.15
002594,比亚迪,新能源汽车制造,新能源汽车产业链,1级,中游,NEV全球第一,2023-09-30,19.79,5.29,17.74,16.45
002594,比亚迪,新能源汽车制造,新能源汽车产业链,1级,中游,NEV全球第一,2023-12-31,20.21,5.2,24.4,21.64
002594,比亚迪,新能源汽车制造,新能源汽车产业链,1级,中游,NEV全球第一,2024-03-31,21.88,3.82,3.24,3.19
002594,比亚迪,新能源汽车制造,新能源汽车产业链,1级,中游,NEV全球第一,2024-06-30,20.01,4.69,9.67,9.55
002594,比亚迪,新能源汽车制造,新能源汽车产业链,1级,中游,NEV全球第一,2024-09-30,20.77,5.23,17.15,16.23
002594,比亚迪,新能源汽车制造,新能源汽车产业链,1级,中游,NEV全球第一,2024-12-31,19.44,5.35,26.05,21.73
002594,比亚迪,新能源汽车制造,新能源汽车产业链,1级,中游,NEV全球第一,2025-03-31,20.07,5.54,4.37,3.92
002594,比亚迪,新能源汽车制造,新能源汽车产业链,1级,中游,NEV全球第一,2025-06-30,18.01,4.32,7.43,6.68
002594,比亚迪,新能源汽车制造,新能源汽车产业链,1级,中游,NEV全球第一,2025-09-30,17.87,4.28,10.83,9.5
002594,比亚迪,新能源汽车制造,新能源汽车产业链,1级,中游,NEV全球第一,2025-12-31,17.74,4.2,15.31,13.25
002594,比亚迪,新能源汽车制造,新能源汽车产业链,1级,中游,NEV全球第一,2026-03-31,18.81,2.67,1.65,1.63
601238,广汽集团,新能源汽车制造,新能源汽车产业链,1级,中游,含埃安新能源品牌,2023-03-31,4.01,4.95,1.35,1.34
601238,广汽集团,新能源汽车制造,新能源汽车产业链,1级,中游,含埃安新能源品牌,2023-06-30,5.16,4.26,2.59,2.59
601238,广汽集团,新能源汽车制造,新能源汽车产业链,1级,中游,含埃安新能源品牌,2023-09-30,6.94,4.27,3.91,3.91
601238,广汽集团,新能源汽车制造,新能源汽车产业链,1级,中游,含埃安新能源品牌,2023-12-31,6.94,2.9,3.87,3.83
601238,广汽集团,新能源汽车制造,新能源汽车产业链,1级,中游,含埃安新能源品牌,2024-03-31,7.14,5.12,1.05,1.04
601238,广汽集团,新能源汽车制造,新能源汽车产业链,1级,中游,含埃安新能源品牌,2024-06-30,6.72,2.65,1.3,1.3
601238,广汽集团,新能源汽车制造,新能源汽车产业链,1级,中游,含埃安新能源品牌,2024-09-30,6.13,-0.67,0.1,0.11
601238,广汽集团,新能源汽车制造,新能源汽车产业链,1级,中游,含埃安新能源品牌,2024-12-31,5.8,-0.46,0.71,0.72
601238,广汽集团,新能源汽车制造,新能源汽车产业链,1级,中游,含埃安新能源品牌,2025-03-31,0.21,-5.6,-0.64,-0.65
601238,广汽集团,新能源汽车制造,新能源汽车产业链,1级,中游,含埃安新能源品牌,2025-06-30,-1.73,-8.25,-2.25,-2.28
601238,广汽集团,新能源汽车制造,新能源汽车产业链,1级,中游,含埃安新能源品牌,2025-09-30,-2.17,-8.71,-3.84,-3.9
601238,广汽集团,新能源汽车制造,新能源汽车产业链,1级,中游,含埃安新能源品牌,2025-12-31,-1.33,-12.0,-8.01,-8.35
601238,广汽集团,新能源汽车制造,新能源汽车产业链,1级,中游,含埃安新能源品牌,2026-03-31,-0.89,-5.84,-0.63,-0.63
300741,华宝新能,充电桩,新能源汽车产业链,4级,下游,充电设备,2023-03-31,56.63,31.71,1.34,1.35
300741,华宝新能,充电桩,新能源汽车产业链,4级,下游,充电设备,2023-06-30,53.19,32.03,2.93,2.97
300741,华宝新能,充电桩,新能源汽车产业链,4级,下游,充电设备,2023-09-30,53.7,31.17,4.37,4.43
300741,华宝新能,充电桩,新能源汽车产业链,4级,下游,充电设备,2023-12-31,55.07,25.24,5.19,5.27
300741,华宝新能,充电桩,新能源汽车产业链,4级,下游,充电设备,2024-03-31,56.15,24.49,1.06,1.05
300741,华宝新能,充电桩,新能源汽车产业链,4级,下游,充电设备,2024-06-30,53.93,17.28,1.55,1.57
300741,华宝新能,充电桩,新能源汽车产业链,4级,下游,充电设备,2024-09-30,52.2,17.47,2.5,2.5
300741,华宝新能,充电桩,新能源汽车产业链,4级,下游,充电设备,2024-12-31,54.76,-22.89,-4.3,-4.37
300741,华宝新能,充电桩,新能源汽车产业链,4级,下游,充电设备,2025-03-31,50.18,16.77,0.72,0.71
300741,华宝新能,充电桩,新能源汽车产业链,4级,下游,充电设备,2025-06-30,47.78,2.95,0.2,0.2
300741,华宝新能,充电桩,新能源汽车产业链,4级,下游,充电设备,2025-09-30,47.01,8.24,1.13,1.13
300741,华宝新能,充电桩,新能源汽车产业链,4级,下游,充电设备,2025-12-31,47.8,5.14,1.23,1.23
300741,华宝新能,充电桩,新能源汽车产业链,4级,下游,充电设备,2026-03-31,46.46,13.18,0.65,0.65
002487,益通集团,充电桩,新能源汽车产业链,4级,下游,充电桩代理（特来电母公司002487）,2023-03-31,19.0,8.74,1.14,1.14
002487,益通集团,充电桩,新能源汽车产业链,4级,下游,充电桩代理（特来电母公司002487）,2023-06-30,23.96,13.23,4.1,4.03
002487,益通集团,充电桩,新能源汽车产业链,4级,下游,充电桩代理（特来电母公司002487）,2023-09-30,24.2,12.24,6.07,5.91
002487,益通集团,充电桩,新能源汽车产业链,4级,下游,充电桩代理（特来电母公司002487）,2023-12-31,23.44,9.83,6.32,6.15
002487,益通集团,充电桩,新能源汽车产业链,4级,下游,充电桩代理（特来电母公司002487）,2024-03-31,31.6,11.44,0.76,0.76
002487,益通集团,充电桩,新能源汽车产业链,4级,下游,充电桩代理（特来电母公司002487）,2024-06-30,28.57,12.82,2.48,2.49
002487,益通集团,充电桩,新能源汽车产业链,4级,下游,充电桩代理（特来电母公司002487）,2024-09-30,27.19,12.23,3.98,3.98
002487,益通集团,充电桩,新能源汽车产业链,4级,下游,充电桩代理（特来电母公司002487）,2024-12-31,29.83,12.54,6.68,6.52
002487,益通集团,充电桩,新能源汽车产业链,4级,下游,充电桩代理（特来电母公司002487）,2025-03-31,30.95,20.25,3.13,3.08
002487,益通集团,充电桩,新能源汽车产业链,4级,下游,充电桩代理（特来电母公司002487）,2025-06-30,28.17,19.24,7.25,7.04
002487,益通集团,充电桩,新能源汽车产业链,4级,下游,充电桩代理（特来电母公司002487）,2025-09-30,31.12,19.31,11.53,11.02
002487,益通集团,充电桩,新能源汽车产业链,4级,下游,充电桩代理（特来电母公司002487）,2025-12-31,31.18,17.87,14.18,13.32
002487,益通集团,充电桩,新能源汽车产业链,4级,下游,充电桩代理（特来电母公司002487）,2026-03-31,39.19,22.79,5.12,4.99
300750,宁德时代,动力型锂离子电池,新能源汽车产业链,5级,上游,全球动力电池第一,2023-03-31,21.27,11.32,5.8,5.23
300750,宁德时代,动力型锂离子电池,新能源汽车产业链,5级,上游,全球动力电池第一,2023-06-30,21.63,11.35,12.31,12.17
300750,宁德时代,动力型锂离子电池,新能源汽车产业链,5级,上游,全球动力电池第一,2023-09-30,21.92,11.03,18.25,17.29
300750,宁德时代,动力型锂离子电池,新能源汽车产业链,5级,上游,全球动力电池第一,2023-12-31,22.91,11.66,24.04,22.32
300750,宁德时代,动力型锂离子电池,新能源汽车产业链,5级,上游,全球动力电池第一,2024-03-31,26.42,14.03,5.18,5.06
300750,宁德时代,动力型锂离子电池,新能源汽车产业链,5级,上游,全球动力电池第一,2024-06-30,26.53,14.92,11.39,11.65
300750,宁德时代,动力型锂离子电池,新能源汽车产业链,5级,上游,全球动力电池第一,2024-09-30,28.19,14.95,17.73,15.19
300750,宁德时代,动力型锂离子电池,新能源汽车产业链,5级,上游,全球动力电池第一,2024-12-31,24.44,14.92,24.13,20.55
300750,宁德时代,动力型锂离子电池,新能源汽车产业链,5级,上游,全球动力电池第一,2025-03-31,24.41,17.55,5.49,5.34
300750,宁德时代,动力型锂离子电池,新能源汽车产业链,5级,上游,全球动力电池第一,2025-06-30,25.02,18.09,11.63,10.34
300750,宁德时代,动力型锂离子电池,新能源汽车产业链,5级,上游,全球动力电池第一,2025-09-30,25.31,18.47,17.76,15.6
300750,宁德时代,动力型锂离子电池,新能源汽车产业链,5级,上游,全球动力电池第一,2025-12-31,26.27,18.12,24.91,21.42
300750,宁德时代,动力型锂离子电池,新能源汽车产业链,5级,上游,全球动力电池第一,2026-03-31,24.82,17.61,5.98,5.8
002594,比亚迪,动力型锂离子电池,新能源汽车产业链,5级,上游,刀片电池，垂直整合,2023-03-31,17.86,3.64,3.65,3.57
002594,比亚迪,动力型锂离子电池,新能源汽车产业链,5级,上游,刀片电池，垂直整合,2023-06-30,18.33,4.4,9.36,9.15
002594,比亚迪,动力型锂离子电池,新能源汽车产业链,5级,上游,刀片电池，垂直整合,2023-09-30,19.79,5.29,17.74,16.45
002594,比亚迪,动力型锂离子电池,新能源汽车产业链,5级,上游,刀片电池，垂直整合,2023-12-31,20.21,5.2,24.4,21.64
002594,比亚迪,动力型锂离子电池,新能源汽车产业链,5级,上游,刀片电池，垂直整合,2024-03-31,21.88,3.82,3.24,3.19
002594,比亚迪,动力型锂离子电池,新能源汽车产业链,5级,上游,刀片电池，垂直整合,2024-06-30,20.01,4.69,9.67,9.55
002594,比亚迪,动力型锂离子电池,新能源汽车产业链,5级,上游,刀片电池，垂直整合,2024-09-30,20.77,5.23,17.15,16.23
002594,比亚迪,动力型锂离子电池,新能源汽车产业链,5级,上游,刀片电池，垂直整合,2024-12-31,19.44,5.35,26.05,21.73
002594,比亚迪,动力型锂离子电池,新能源汽车产业链,5级,上游,刀片电池，垂直整合,2025-03-31,20.07,5.54,4.37,3.92
002594,比亚迪,动力型锂离子电池,新能源汽车产业链,5级,上游,刀片电池，垂直整合,2025-06-30,18.01,4.32,7.43,6.68
002594,比亚迪,动力型锂离子电池,新能源汽车产业链,5级,上游,刀片电池，垂直整合,2025-09-30,17.87,4.28,10.83,9.5
002594,比亚迪,动力型锂离子电池,新能源汽车产业链,5级,上游,刀片电池，垂直整合,2025-12-31,17.74,4.2,15.31,13.25
002594,比亚迪,动力型锂离子电池,新能源汽车产业链,5级,上游,刀片电池，垂直整合,2026-03-31,18.81,2.67,1.65,1.63
002460,赣锋锂业,碳酸锂,新能源汽车产业链,5级,上游,碳酸锂/氢氧化锂全球龙头,2023-03-31,37.33,22.93,5.31,5.19
002460,赣锋锂业,碳酸锂,新能源汽车产业链,5级,上游,碳酸锂/氢氧化锂全球龙头,2023-06-30,22.6,32.22,12.36,12.08
002460,赣锋锂业,碳酸锂,新能源汽车产业链,5级,上游,碳酸锂/氢氧化锂全球龙头,2023-09-30,17.42,22.89,13.24,12.39
