股票代码,公司名称,节点,产业链,层级,上中下游,代理说明,报告期,毛利率%,净利率%,ROE_%,ROE加权%
603290,斯达半导,IGBT功率模块,新能源汽车产业链,3级,上游,IGBT模块国内龙头,2024-09-30,31.69,17.73,6.51,6.42
603290,斯达半导,IGBT功率模块,新能源汽车产业链,3级,上游,IGBT模块国内龙头,2024-12-31,31.55,15.14,7.8,7.6
603290,斯达半导,IGBT功率模块,新能源汽车产业链,3级,上游,IGBT模块国内龙头,2025-03-31,30.38,11.41,1.54,1.53
603290,斯达半导,IGBT功率模块,新能源汽车产业链,3级,上游,IGBT模块国内龙头,2025-06-30,29.74,14.42,4.05,4.05
603290,斯达半导,IGBT功率模块,新能源汽车产业链,3级,上游,IGBT模块国内龙头,2025-09-30,27.91,12.93,5.61,5.52
603290,斯达半导,IGBT功率模块,新能源汽车产业链,3级,上游,IGBT模块国内龙头,2025-12-31,26.09,10.21,5.96,5.84
603290,斯达半导,IGBT功率模块,新能源汽车产业链,3级,上游,IGBT模块国内龙头,2026-03-31,21.08,3.09,0.38,0.38
688187,时代电气,IGBT功率模块,新能源汽车产业链,3级,上游,IGBT+轨交电气,2023-03-31,32.42,14.5,1.26,1.24
688187,时代电气,IGBT功率模块,新能源汽车产业链,3级,上游,IGBT+轨交电气,2023-06-30,31.08,13.87,3.28,3.3
688187,时代电气,IGBT功率模块,新能源汽车产业链,3级,上游,IGBT+轨交电气,2023-09-30,32.41,14.9,5.81,5.72
688187,时代电气,IGBT功率模块,新能源汽车产业链,3级,上游,IGBT+轨交电气,2023-12-31,33.86,14.45,8.7,8.42
688187,时代电气,IGBT功率模块,新能源汽车产业链,3级,上游,IGBT+轨交电气,2024-03-31,34.06,14.71,1.53,1.52
688187,时代电气,IGBT功率模块,新能源汽车产业链,3级,上游,IGBT+轨交电气,2024-06-30,27.84,15.57,3.93,3.81
688187,时代电气,IGBT功率模块,新能源汽车产业链,3级,上游,IGBT+轨交电气,2024-09-30,29.57,16.41,6.42,6.17
688187,时代电气,IGBT功率模块,新能源汽车产业链,3级,上游,IGBT+轨交电气,2024-12-31,32.48,15.85,9.31,8.92
688187,时代电气,IGBT功率模块,新能源汽车产业链,3级,上游,IGBT+轨交电气,2025-03-31,33.5,15.18,1.52,1.53
688187,时代电气,IGBT功率模块,新能源汽车产业链,3级,上游,IGBT+轨交电气,2025-06-30,32.01,14.61,4.14,4.11
688187,时代电气,IGBT功率模块,新能源汽车产业链,3级,上游,IGBT+轨交电气,2025-09-30,32.42,15.33,6.56,6.62
688187,时代电气,IGBT功率模块,新能源汽车产业链,3级,上游,IGBT+轨交电气,2025-12-31,33.43,15.01,9.81,9.64
688187,时代电气,IGBT功率模块,新能源汽车产业链,3级,上游,IGBT+轨交电气,2026-03-31,33.31,13.18,1.5,1.49
300327,中颖电子,IGBT功率模块,新能源汽车产业链,3级,上游,车规级功率器件及MCU,2023-03-31,38.85,9.82,2.28,2.27
300327,中颖电子,IGBT功率模块,新能源汽车产业链,3级,上游,车规级功率器件及MCU,2023-06-30,36.57,11.23,5.57,5.07
300327,中颖电子,IGBT功率模块,新能源汽车产业链,3级,上游,车规级功率器件及MCU,2023-09-30,36.07,6.97,6.48,6.35
300327,中颖电子,IGBT功率模块,新能源汽车产业链,3级,上游,车规级功率器件及MCU,2023-12-31,35.62,10.23,11.66,11.16
300327,中颖电子,IGBT功率模块,新能源汽车产业链,3级,上游,车规级功率器件及MCU,2024-03-31,33.85,7.55,1.85,1.83
300327,中颖电子,IGBT功率模块,新能源汽车产业链,3级,上游,车规级功率器件及MCU,2024-06-30,34.44,8.05,4.2,4.23
300327,中颖电子,IGBT功率模块,新能源汽车产业链,3级,上游,车规级功率器件及MCU,2024-09-30,33.82,5.59,5.27,5.3
300327,中颖电子,IGBT功率模块,新能源汽车产业链,3级,上游,车规级功率器件及MCU,2024-12-31,33.6,6.55,7.81,7.7
300327,中颖电子,IGBT功率模块,新能源汽车产业链,3级,上游,车规级功率器件及MCU,2025-03-31,32.09,1.84,0.89,0.88
300327,中颖电子,IGBT功率模块,新能源汽车产业链,3级,上游,车规级功率器件及MCU,2025-06-30,32.51,3.12,2.31,2.28
300327,中颖电子,IGBT功率模块,新能源汽车产业链,3级,上游,车规级功率器件及MCU,2025-09-30,32.45,3.07,3.22,3.26
300327,中颖电子,IGBT功率模块,新能源汽车产业链,3级,上游,车规级功率器件及MCU,2025-12-31,31.51,2.03,3.41,3.38
300327,中颖电子,IGBT功率模块,新能源汽车产业链,3级,上游,车规级功率器件及MCU,2026-03-31,31.73,4.27,1.14,1.13
002049,紫光国微,汽车电子芯片,新能源汽车产业链,4级,上游,安全芯片+车规MCU,2023-03-31,66.65,37.66,5.84,5.68
002049,紫光国微,汽车电子芯片,新能源汽车产业链,4级,上游,安全芯片+车规MCU,2023-06-30,64.75,37.31,13.5,13.21
002049,紫光国微,汽车电子芯片,新能源汽车产业链,4级,上游,安全芯片+车规MCU,2023-09-30,63.82,36.01,19.4,18.21
002049,紫光国微,汽车电子芯片,新能源汽车产业链,4级,上游,安全芯片+车规MCU,2023-12-31,61.19,33.49,23.8,21.72
002049,紫光国微,汽车电子芯片,新能源汽车产业链,4级,上游,安全芯片+车规MCU,2024-03-31,57.67,27.42,2.6,2.57
002049,紫光国微,汽车电子芯片,新能源汽车产业链,4级,上游,安全芯片+车规MCU,2024-06-30,57.95,25.88,6.18,6.24
002049,紫光国微,汽车电子芯片,新能源汽车产业链,4级,上游,安全芯片+车规MCU,2024-09-30,56.81,23.83,8.49,8.29
002049,紫光国微,汽车电子芯片,新能源汽车产业链,4级,上游,安全芯片+车规MCU,2024-12-31,55.77,21.51,9.88,9.51
002049,紫光国微,汽车电子芯片,新能源汽车产业链,4级,上游,安全芯片+车规MCU,2025-03-31,54.1,11.63,0.96,0.95
002049,紫光国微,汽车电子芯片,新能源汽车产业链,4级,上游,安全芯片+车规MCU,2025-06-30,55.56,22.71,5.44,5.37
002049,紫光国微,汽车电子芯片,新能源汽车产业链,4级,上游,安全芯片+车规MCU,2025-09-30,56.6,25.74,9.79,9.49
002049,紫光国微,汽车电子芯片,新能源汽车产业链,4级,上游,安全芯片+车规MCU,2025-12-31,55.56,23.37,11.1,10.46
002049,紫光国微,汽车电子芯片,新能源汽车产业链,4级,上游,安全芯片+车规MCU,2026-03-31,52.58,22.23,2.4,2.37
603986,兆易创新,汽车电子芯片,新能源汽车产业链,4级,上游,车规MCU+存储,2023-03-31,38.25,11.19,0.98,0.98
603986,兆易创新,汽车电子芯片,新能源汽车产业链,4级,上游,车规MCU+存储,2023-06-30,33.43,11.33,2.19,2.2
603986,兆易创新,汽车电子芯片,新能源汽车产业链,4级,上游,车规MCU+存储,2023-09-30,34.38,9.87,2.81,2.79
603986,兆易创新,汽车电子芯片,新能源汽车产业链,4级,上游,车规MCU+存储,2023-12-31,34.42,2.8,1.06,1.06
603986,兆易创新,汽车电子芯片,新能源汽车产业链,4级,上游,车规MCU+存储,2024-03-31,38.16,12.58,1.34,1.34
603986,兆易创新,汽车电子芯片,新能源汽车产业链,4级,上游,车规MCU+存储,2024-06-30,38.16,14.33,3.36,3.31
603986,兆易创新,汽车电子芯片,新能源汽车产业链,4级,上游,车规MCU+存储,2024-09-30,39.46,14.73,5.34,5.2
603986,兆易创新,汽车电子芯片,新能源汽车产业链,4级,上游,车规MCU+存储,2024-12-31,38.0,14.97,6.94,6.68
603986,兆易创新,汽车电子芯片,新能源汽车产业链,4级,上游,车规MCU+存储,2025-03-31,37.44,12.56,1.41,1.4
603986,兆易创新,汽车电子芯片,新能源汽车产业链,4级,上游,车规MCU+存储,2025-06-30,37.21,14.16,3.41,3.34
603986,兆易创新,汽车电子芯片,新能源汽车产业链,4级,上游,车规MCU+存储,2025-09-30,38.59,16.17,6.3,5.95
603986,兆易创新,汽车电子芯片,新能源汽车产业链,4级,上游,车规MCU+存储,2025-12-31,40.22,18.23,9.3,8.67
603986,兆易创新,汽车电子芯片,新能源汽车产业链,4级,上游,车规MCU+存储,2026-03-31,57.08,35.16,6.12,5.78
688200,华峰测控,汽车电子芯片,新能源汽车产业链,4级,上游,模拟IC+车规测试,2023-03-31,69.68,37.33,2.34,2.3
688200,华峰测控,汽车电子芯片,新能源汽车产业链,4级,上游,模拟IC+车规测试,2023-06-30,70.57,42.27,5.0,4.96
688200,华峰测控,汽车电子芯片,新能源汽车产业链,4级,上游,模拟IC+车规测试,2023-09-30,71.43,37.99,6.13,5.99
688200,华峰测控,汽车电子芯片,新能源汽车产业链,4级,上游,模拟IC+车规测试,2023-12-31,72.47,36.43,7.8,7.55
688200,华峰测控,汽车电子芯片,新能源汽车产业链,4级,上游,模拟IC+车规测试,2024-03-31,75.09,17.13,0.7,0.7
688200,华峰测控,汽车电子芯片,新能源汽车产业链,4级,上游,模拟IC+车规测试,2024-06-30,75.85,29.68,3.34,3.34
688200,华峰测控,汽车电子芯片,新能源汽车产业链,4级,上游,模拟IC+车规测试,2024-09-30,76.57,34.3,6.27,6.2
688200,华峰测控,汽车电子芯片,新能源汽车产业链,4级,上游,模拟IC+车规测试,2024-12-31,73.31,36.88,9.69,9.35
688200,华峰测控,汽车电子芯片,新能源汽车产业链,4级,上游,模拟IC+车规测试,2025-03-31,75.29,31.33,1.72,1.7
688200,华峰测控,汽车电子芯片,新能源汽车产业链,4级,上游,模拟IC+车规测试,2025-06-30,74.7,36.63,5.38,5.32
688200,华峰测控,汽车电子芯片,新能源汽车产业链,4级,上游,模拟IC+车规测试,2025-09-30,74.3,41.19,10.41,9.97
688200,华峰测控,汽车电子芯片,新能源汽车产业链,4级,上游,模拟IC+车规测试,2025-12-31,73.79,39.82,14.08,13.14
688200,华峰测控,汽车电子芯片,新能源汽车产业链,4级,上游,模拟IC+车规测试,2026-03-31,75.3,34.44,2.28,2.25
002920,德赛西威,高级驾驶辅助系统（ADAS),新能源汽车产业链,5级,上游,智能驾驶座舱，国内ADAS核心Tier1,2023-03-31,21.09,8.27,4.96,4.82
002920,德赛西威,高级驾驶辅助系统（ADAS),新能源汽车产业链,5级,上游,智能驾驶座舱，国内ADAS核心Tier1,2023-06-30,20.65,6.94,9.03,8.84
002920,德赛西威,高级驾驶辅助系统（ADAS),新能源汽车产业链,5级,上游,智能驾驶座舱，国内ADAS核心Tier1,2023-09-30,19.88,6.62,14.03,13.24
002920,德赛西威,高级驾驶辅助系统（ADAS),新能源汽车产业链,5级,上游,智能驾驶座舱，国内ADAS核心Tier1,2023-12-31,20.44,7.04,21.94,19.45
002920,德赛西威,高级驾驶辅助系统（ADAS),新能源汽车产业链,5级,上游,智能驾驶座舱，国内ADAS核心Tier1,2024-03-31,19.34,6.9,4.72,4.6
002920,德赛西威,高级驾驶辅助系统（ADAS),新能源汽车产业链,5级,上游,智能驾驶座舱，国内ADAS核心Tier1,2024-06-30,20.33,7.24,10.28,10.02
002920,德赛西威,高级驾驶辅助系统（ADAS),新能源汽车产业链,5级,上游,智能驾驶座舱，国内ADAS核心Tier1,2024-09-30,20.55,7.47,16.69,15.71
002920,德赛西威,高级驾驶辅助系统（ADAS),新能源汽车产业链,5级,上游,智能驾驶座舱，国内ADAS核心Tier1,2024-12-31,19.88,7.31,23.07,20.79
002920,德赛西威,高级驾驶辅助系统（ADAS),新能源汽车产业链,5级,上游,智能驾驶座舱，国内ADAS核心Tier1,2025-03-31,20.52,8.64,5.86,5.69
002920,德赛西威,高级驾驶辅助系统（ADAS),新能源汽车产业链,5级,上游,智能驾驶座舱，国内ADAS核心Tier1,2025-06-30,20.33,8.43,12.68,12.69
002920,德赛西威,高级驾驶辅助系统（ADAS),新能源汽车产业链,5级,上游,智能驾驶座舱，国内ADAS核心Tier1,2025-09-30,19.7,8.08,18.1,12.21
002920,德赛西威,高级驾驶辅助系统（ADAS),新能源汽车产业链,5级,上游,智能驾驶座舱，国内ADAS核心Tier1,2025-12-31,19.07,7.6,21.67,15.91
002920,德赛西威,高级驾驶辅助系统（ADAS),新能源汽车产业链,5级,上游,智能驾驶座舱，国内ADAS核心Tier1,2026-03-31,18.6,7.2,2.95,3.04
300502,新时达,高级驾驶辅助系统（ADAS),新能源汽车产业链,5级,上游,ADAS+机器视觉,2023-03-31,34.04,17.97,2.21,2.18
300502,新时达,高级驾驶辅助系统（ADAS),新能源汽车产业链,5级,上游,ADAS+机器视觉,2023-06-30,29.41,22.1,5.82,5.7
300502,新时达,高级驾驶辅助系统（ADAS),新能源汽车产业链,5级,上游,ADAS+机器视觉,2023-09-30,28.19,20.58,8.51,8.25
300502,新时达,高级驾驶辅助系统（ADAS),新能源汽车产业链,5级,上游,ADAS+机器视觉,2023-12-31,30.99,22.22,13.36,12.59
300502,新时达,高级驾驶辅助系统（ADAS),新能源汽车产业链,5级,上游,ADAS+机器视觉,2024-03-31,42.0,29.16,6.37,5.6
300502,新时达,高级驾驶辅助系统（ADAS),新能源汽车产业链,5级,上游,ADAS+机器视觉,2024-06-30,43.04,31.72,14.67,13.86
300502,新时达,高级驾驶辅助系统（ADAS),新能源汽车产业链,5级,上游,ADAS+机器视觉,2024-09-30,42.34,32.08,26.29,23.24
300502,新时达,高级驾驶辅助系统（ADAS),新能源汽车产业链,5级,上游,ADAS+机器视觉,2024-12-31,44.72,32.82,41.0,34.08
300502,新时达,高级驾驶辅助系统（ADAS),新能源汽车产业链,5级,上游,ADAS+机器视觉,2025-03-31,48.66,38.81,17.2,15.84
300502,新时达,高级驾驶辅助系统（ADAS),新能源汽车产业链,5级,上游,ADAS+机器视觉,2025-06-30,47.43,37.77,38.12,32.6
300502,新时达,高级驾驶辅助系统（ADAS),新能源汽车产业链,5级,上游,ADAS+机器视觉,2025-09-30,47.25,38.33,55.2,43.56
300502,新时达,高级驾驶辅助系统（ADAS),新能源汽车产业链,5级,上游,ADAS+机器视觉,2025-12-31,47.81,38.46,72.75,53.18
300502,新时达,高级驾驶辅助系统（ADAS),新能源汽车产业链,5级,上游,ADAS+机器视觉,2026-03-31,49.16,33.27,14.52,13.64
688187,时代电气,质子交换膜,新能源汽车产业链,5级,上游,氢能+燃料电池子公司,2023-03-31,32.42,14.5,1.26,1.24
688187,时代电气,质子交换膜,新能源汽车产业链,5级,上游,氢能+燃料电池子公司,2023-06-30,31.08,13.87,3.28,3.3
688187,时代电气,质子交换膜,新能源汽车产业链,5级,上游,氢能+燃料电池子公司,2023-09-30,32.41,14.9,5.81,5.72
688187,时代电气,质子交换膜,新能源汽车产业链,5级,上游,氢能+燃料电池子公司,2023-12-31,33.86,14.45,8.7,8.42
688187,时代电气,质子交换膜,新能源汽车产业链,5级,上游,氢能+燃料电池子公司,2024-03-31,34.06,14.71,1.53,1.52
688187,时代电气,质子交换膜,新能源汽车产业链,5级,上游,氢能+燃料电池子公司,2024-06-30,27.84,15.57,3.93,3.81
688187,时代电气,质子交换膜,新能源汽车产业链,5级,上游,氢能+燃料电池子公司,2024-09-30,29.57,16.41,6.42,6.17
688187,时代电气,质子交换膜,新能源汽车产业链,5级,上游,氢能+燃料电池子公司,2024-12-31,32.48,15.85,9.31,8.92
688187,时代电气,质子交换膜,新能源汽车产业链,5级,上游,氢能+燃料电池子公司,2025-03-31,33.5,15.18,1.52,1.53
688187,时代电气,质子交换膜,新能源汽车产业链,5级,上游,氢能+燃料电池子公司,2025-06-30,32.01,14.61,4.14,4.11
688187,时代电气,质子交换膜,新能源汽车产业链,5级,上游,氢能+燃料电池子公司,2025-09-30,32.42,15.33,6.56,6.62
688187,时代电气,质子交换膜,新能源汽车产业链,5级,上游,氢能+燃料电池子公司,2025-12-31,33.43,15.01,9.81,9.64
688187,时代电气,质子交换膜,新能源汽车产业链,5级,上游,氢能+燃料电池子公司,2026-03-31,33.31,13.18,1.5,1.49
688339,亿华通,质子交换膜,新能源汽车产业链,5级,上游,氢燃料电池系统龙头,2023-03-31,34.9,-98.71,-1.32,-1.2
688339,亿华通,质子交换膜,新能源汽车产业链,5级,上游,氢燃料电池系统龙头,2023-06-30,36.64,-67.35,-2.49,-2.4
688339,亿华通,质子交换膜,新能源汽车产业链,5级,上游,氢燃料电池系统龙头,2023-09-30,37.91,-83.01,-6.3,-6.28
688339,亿华通,质子交换膜,新能源汽车产业链,5级,上游,氢燃料电池系统龙头,2023-12-31,32.53,-37.48,-7.93,-7.99
688339,亿华通,质子交换膜,新能源汽车产业链,5级,上游,氢燃料电池系统龙头,2024-03-31,-64.62,-801.68,-3.04,-3.09
688339,亿华通,质子交换膜,新能源汽车产业链,5级,上游,氢燃料电池系统龙头,2024-06-30,17.71,-110.76,-4.76,-4.87
688339,亿华通,质子交换膜,新能源汽车产业链,5级,上游,氢燃料电池系统龙头,2024-09-30,17.54,-100.59,-8.85,-9.25
688339,亿华通,质子交换膜,新能源汽车产业链,5级,上游,氢燃料电池系统龙头,2024-12-31,12.47,-147.34,-16.19,-17.82
688339,亿华通,质子交换膜,新能源汽车产业链,5级,上游,氢燃料电池系统龙头,2025-03-31,-108.99,-1088.32,-3.7,-3.77
688339,亿华通,质子交换膜,新能源汽车产业链,5级,上游,氢燃料电池系统龙头,2025-06-30,-25.43,-278.55,-6.59,-6.82
688339,亿华通,质子交换膜,新能源汽车产业链,5级,上游,氢燃料电池系统龙头,2025-09-30,-19.56,-349.29,-12.95,-13.75
688339,亿华通,质子交换膜,新能源汽车产业链,5级,上游,氢燃料电池系统龙头,2025-12-31,29.2,-295.0,-29.89,-33.93
688339,亿华通,质子交换膜,新能源汽车产业链,5级,上游,氢燃料电池系统龙头,2026-03-31,-35.96,-363.79,-2.61,-2.65
603986,兆易创新,DRAM芯片,新能源汽车产业链,5级,上游,国内存储器芯片设计/销售（DRAM代理）,2023-03-31,38.25,11.19,0.98,0.98
603986,兆易创新,DRAM芯片,新能源汽车产业链,5级,上游,国内存储器芯片设计/销售（DRAM代理）,2023-06-30,33.43,11.33,2.19,2.2
603986,兆易创新,DRAM芯片,新能源汽车产业链,5级,上游,国内存储器芯片设计/销售（DRAM代理）,2023-09-30,34.38,9.87,2.81,2.79
603986,兆易创新,DRAM芯片,新能源汽车产业链,5级,上游,国内存储器芯片设计/销售（DRAM代理）,2023-12-31,34.42,2.8,1.06,1.06
603986,兆易创新,DRAM芯片,新能源汽车产业链,5级,上游,国内存储器芯片设计/销售（DRAM代理）,2024-03-31,38.16,12.58,1.34,1.34
603986,兆易创新,DRAM芯片,新能源汽车产业链,5级,上游,国内存储器芯片设计/销售（DRAM代理）,2024-06-30,38.16,14.33,3.36,3.31
603986,兆易创新,DRAM芯片,新能源汽车产业链,5级,上游,国内存储器芯片设计/销售（DRAM代理）,2024-09-30,39.46,14.73,5.34,5.2
603986,兆易创新,DRAM芯片,新能源汽车产业链,5级,上游,国内存储器芯片设计/销售（DRAM代理）,2024-12-31,38.0,14.97,6.94,6.68
603986,兆易创新,DRAM芯片,新能源汽车产业链,5级,上游,国内存储器芯片设计/销售（DRAM代理）,2025-03-31,37.44,12.56,1.41,1.4
603986,兆易创新,DRAM芯片,新能源汽车产业链,5级,上游,国内存储器芯片设计/销售（DRAM代理）,2025-06-30,37.21,14.16,3.41,3.34
603986,兆易创新,DRAM芯片,新能源汽车产业链,5级,上游,国内存储器芯片设计/销售（DRAM代理）,2025-09-30,38.59,16.17,6.3,5.95
603986,兆易创新,DRAM芯片,新能源汽车产业链,5级,上游,国内存储器芯片设计/销售（DRAM代理）,2025-12-31,40.22,18.23,9.3,8.67
603986,兆易创新,DRAM芯片,新能源汽车产业链,5级,上游,国内存储器芯片设计/销售（DRAM代理）,2026-03-31,57.08,35.16,6.12,5.78
002284,亚太股份,制动防抱死系统,新能源汽车产业链,5级,上游,国内自主ABS产品,2023-03-31,15.96,4.38,1.42,1.41
002284,亚太股份,制动防抱死系统,新能源汽车产业链,5级,上游,国内自主ABS产品,2023-06-30,17.05,3.87,2.51,2.48
002284,亚太股份,制动防抱死系统,新能源汽车产业链,5级,上游,国内自主ABS产品,2023-09-30,16.85,3.59,3.57,3.51
002284,亚太股份,制动防抱死系统,新能源汽车产业链,5级,上游,国内自主ABS产品,2023-12-31,16.66,2.5,3.56,3.48
002284,亚太股份,制动防抱死系统,新能源汽车产业链,5级,上游,国内自主ABS产品,2024-03-31,16.08,5.94,2.15,2.13
002284,亚太股份,制动防抱死系统,新能源汽车产业链,5级,上游,国内自主ABS产品,2024-06-30,17.19,5.21,3.7,3.71
002284,亚太股份,制动防抱死系统,新能源汽车产业链,5级,上游,国内自主ABS产品,2024-09-30,17.68,5.23,5.55,5.48
002284,亚太股份,制动防抱死系统,新能源汽车产业链,5级,上游,国内自主ABS产品,2024-12-31,18.41,5.02,7.49,7.32
002284,亚太股份,制动防抱死系统,新能源汽车产业链,5级,上游,国内自主ABS产品,2025-03-31,19.11,7.99,3.39,3.33
002284,亚太股份,制动防抱死系统,新能源汽车产业链,5级,上游,国内自主ABS产品,2025-06-30,19.49,7.73,6.68,6.53
002284,亚太股份,制动防抱死系统,新能源汽车产业链,5级,上游,国内自主ABS产品,2025-09-30,20.13,8.28,10.73,10.26
002284,亚太股份,制动防抱死系统,新能源汽车产业链,5级,上游,国内自主ABS产品,2025-12-31,20.83,8.76,15.66,14.57
002284,亚太股份,制动防抱死系统,新能源汽车产业链,5级,上游,国内自主ABS产品,2026-03-31,20.41,10.48,4.14,4.05
002920,德赛西威,汽车电子稳定控制系统,新能源汽车产业链,5级,上游,底盘电控Tier1,2023-03-31,21.09,8.27,4.96,4.82
002920,德赛西威,汽车电子稳定控制系统,新能源汽车产业链,5级,上游,底盘电控Tier1,2023-06-30,20.65,6.94,9.03,8.84
002920,德赛西威,汽车电子稳定控制系统,新能源汽车产业链,5级,上游,底盘电控Tier1,2023-09-30,19.88,6.62,14.03,13.24
002920,德赛西威,汽车电子稳定控制系统,新能源汽车产业链,5级,上游,底盘电控Tier1,2023-12-31,20.44,7.04,21.94,19.45
002920,德赛西威,汽车电子稳定控制系统,新能源汽车产业链,5级,上游,底盘电控Tier1,2024-03-31,19.34,6.9,4.72,4.6
002920,德赛西威,汽车电子稳定控制系统,新能源汽车产业链,5级,上游,底盘电控Tier1,2024-06-30,20.33,7.24,10.28,10.02
002920,德赛西威,汽车电子稳定控制系统,新能源汽车产业链,5级,上游,底盘电控Tier1,2024-09-30,20.55,7.47,16.69,15.71
002920,德赛西威,汽车电子稳定控制系统,新能源汽车产业链,5级,上游,底盘电控Tier1,2024-12-31,19.88,7.31,23.07,20.79
002920,德赛西威,汽车电子稳定控制系统,新能源汽车产业链,5级,上游,底盘电控Tier1,2025-03-31,20.52,8.64,5.86,5.69
002920,德赛西威,汽车电子稳定控制系统,新能源汽车产业链,5级,上游,底盘电控Tier1,2025-06-30,20.33,8.43,12.68,12.69
002920,德赛西威,汽车电子稳定控制系统,新能源汽车产业链,5级,上游,底盘电控Tier1,2025-09-30,19.7,8.08,18.1,12.21
002920,德赛西威,汽车电子稳定控制系统,新能源汽车产业链,5级,上游,底盘电控Tier1,2025-12-31,19.07,7.6,21.67,15.91
002920,德赛西威,汽车电子稳定控制系统,新能源汽车产业链,5级,上游,底盘电控Tier1,2026-03-31,18.6,7.2,2.95,3.04
300496,中科创达,汽车操作系统软件,新能源汽车产业链,3级,上游,车载OS/Android软件龙头,2023-03-31,40.83,14.31,1.84,1.84
300496,中科创达,汽车操作系统软件,新能源汽车产业链,3级,上游,车载OS/Android软件龙头,2023-06-30,41.29,13.43,4.2,4.13
300496,中科创达,汽车操作系统软件,新能源汽车产业链,3级,上游,车载OS/Android软件龙头,2023-09-30,40.76,13.21,6.5,6.31
300496,中科创达,汽车操作系统软件,新能源汽车产业链,3级,上游,车载OS/Android软件龙头,2023-12-31,36.95,7.53,5.03,4.88
300496,中科创达,汽车操作系统软件,新能源汽车产业链,3级,上游,车载OS/Android软件龙头,2024-03-31,39.82,6.76,0.95,0.94
300496,中科创达,汽车操作系统软件,新能源汽车产业链,3级,上游,车载OS/Android软件龙头,2024-06-30,36.8,4.14,1.09,1.1
300496,中科创达,汽车操作系统软件,新能源汽车产业链,3级,上游,车载OS/Android软件龙头,2024-09-30,36.46,4.19,1.58,1.59
300496,中科创达,汽车操作系统软件,新能源汽车产业链,3级,上游,车载OS/Android软件龙头,2024-12-31,34.29,7.48,4.23,4.17
300496,中科创达,汽车操作系统软件,新能源汽车产业链,3级,上游,车载OS/Android软件龙头,2025-03-31,36.28,5.42,0.94,0.94
300496,中科创达,汽车操作系统软件,新能源汽车产业链,3级,上游,车载OS/Android软件龙头,2025-06-30,33.16,5.29,1.6,1.59
300496,中科创达,汽车操作系统软件,新能源汽车产业链,3级,上游,车载OS/Android软件龙头,2025-09-30,31.72,4.46,2.3,2.27
300496,中科创达,汽车操作系统软件,新能源汽车产业链,3级,上游,车载OS/Android软件龙头,2025-12-31,31.67,6.34,4.48,4.35
300496,中科创达,汽车操作系统软件,新能源汽车产业链,3级,上游,车载OS/Android软件龙头,2026-03-31,32.71,5.15,0.99,0.98
688339,亿华通,燃料电池,新能源汽车产业链,4级,上游,燃料电池系统,2023-03-31,34.9,-98.71,-1.32,-1.2
688339,亿华通,燃料电池,新能源汽车产业链,4级,上游,燃料电池系统,2023-06-30,36.64,-67.35,-2.49,-2.4
688339,亿华通,燃料电池,新能源汽车产业链,4级,上游,燃料电池系统,2023-09-30,37.91,-83.01,-6.3,-6.28
688339,亿华通,燃料电池,新能源汽车产业链,4级,上游,燃料电池系统,2023-12-31,32.53,-37.48,-7.93,-7.99
688339,亿华通,燃料电池,新能源汽车产业链,4级,上游,燃料电池系统,2024-03-31,-64.62,-801.68,-3.04,-3.09
688339,亿华通,燃料电池,新能源汽车产业链,4级,上游,燃料电池系统,2024-06-30,17.71,-110.76,-4.76,-4.87
688339,亿华通,燃料电池,新能源汽车产业链,4级,上游,燃料电池系统,2024-09-30,17.54,-100.59,-8.85,-9.25
688339,亿华通,燃料电池,新能源汽车产业链,4级,上游,燃料电池系统,2024-12-31,12.47,-147.34,-16.19,-17.82
688339,亿华通,燃料电池,新能源汽车产业链,4级,上游,燃料电池系统,2025-03-31,-108.99,-1088.32,-3.7,-3.77
688339,亿华通,燃料电池,新能源汽车产业链,4级,上游,燃料电池系统,2025-06-30,-25.43,-278.55,-6.59,-6.82
688339,亿华通,燃料电池,新能源汽车产业链,4级,上游,燃料电池系统,2025-09-30,-19.56,-349.29,-12.95,-13.75
688339,亿华通,燃料电池,新能源汽车产业链,4级,上游,燃料电池系统,2025-12-31,29.2,-295.0,-29.89,-33.93
688339,亿华通,燃料电池,新能源汽车产业链,4级,上游,燃料电池系统,2026-03-31,-35.96,-363.79,-2.61,-2.65
603027,氢璞创能,燃料电池,新能源汽车产业链,4级,上游,氢燃料电池（暂用华远氢能603027）,2023-03-31,39.03,17.74,5.99,5.78
603027,氢璞创能,燃料电池,新能源汽车产业链,4级,上游,氢燃料电池（暂用华远氢能603027）,2023-06-30,38.29,16.76,10.34,7.71
603027,氢璞创能,燃料电池,新能源汽车产业链,4级,上游,氢燃料电池（暂用华远氢能603027）,2023-09-30,37.8,16.6,13.84,11.14
603027,氢璞创能,燃料电池,新能源汽车产业链,4级,上游,氢燃料电池（暂用华远氢能603027）,2023-12-31,37.15,16.54,17.72,14.52
603027,氢璞创能,燃料电池,新能源汽车产业链,4级,上游,氢燃料电池（暂用华远氢能603027）,2024-03-31,35.96,17.32,4.15,4.29
603027,氢璞创能,燃料电池,新能源汽车产业链,4级,上游,氢燃料电池（暂用华远氢能603027）,2024-06-30,35.61,15.77,6.81,7.36
603027,氢璞创能,燃料电池,新能源汽车产业链,4级,上游,氢燃料电池（暂用华远氢能603027）,2024-09-30,36.2,15.36,9.78,10.02
603027,氢璞创能,燃料电池,新能源汽车产业链,4级,上游,氢燃料电池（暂用华远氢能603027）,2024-12-31,37.19,16.73,14.29,14.09
